num_prefill_tokens,num_decode_tokens,num_total_tokens,pd_ratio
1106,414,1520,0.7276315789473684
1117,396,1513,0.7382683410442828
1147,396,1543,0.7433570965651328
127,178,305,0.4163934426229508
1021,428,1449,0.704623878536922
1081,394,1475,0.7328813559322034
1104,394,1498,0.7369826435246996
1149,429,1578,0.7281368821292775
399,86,485,0.822680412371134
1127,385,1512,0.7453703703703703
766,85,851,0.900117508813161
1073,396,1469,0.730428863172226
91,16,107,0.8504672897196262
922,402,1324,0.6963746223564955
1314,220,1534,0.8565840938722294
1049,396,1445,0.7259515570934256
1048,399,1447,0.7242570836212854
1180,404,1584,0.7449494949494949
194,217,411,0.4720194647201946
1063,396,1459,0.7285812200137081
206,217,423,0.48699763593380613
1083,386,1469,0.7372362151123213
1016,436,1452,0.699724517906336
958,427,1385,0.691696750902527
91,16,107,0.8504672897196262
335,18,353,0.9490084985835694
895,114,1009,0.8870168483647175
1004,532,1536,0.6536458333333334
194,223,417,0.46522781774580335
1001,427,1428,0.7009803921568627
954,390,1344,0.7098214285714286
4083,44,4127,0.989338502544221
203,217,420,0.48333333333333334
980,385,1365,0.717948717948718
91,24,115,0.7913043478260869
428,102,530,0.8075471698113208
878,110,988,0.888663967611336
4088,41,4129,0.9900702349237104
212,164,376,0.5638297872340425
982,411,1393,0.7049533381191673
445,174,619,0.7189014539579968
394,86,480,0.8208333333333333
1023,421,1444,0.7084487534626038
1314,152,1466,0.8963165075034106
1009,420,1429,0.7060881735479356
1007,375,1382,0.7286541244573083
1161,373,1534,0.7568448500651891
4085,52,4137,0.9874305051970027
1067,429,1496,0.7132352941176471
1038,409,1447,0.7173462335867312
1136,422,1558,0.7291399229781772
169,217,386,0.4378238341968912
313,18,331,0.945619335347432
1116,574,1690,0.6603550295857988
1240,501,1741,0.7122343480758185
1060,58,1118,0.9481216457960644
209,167,376,0.5558510638297872
428,108,536,0.7985074626865671
1093,414,1507,0.7252820172528202
1045,585,1630,0.6411042944785276
435,111,546,0.7967032967032966
1037,390,1427,0.7266993693062369
422,95,517,0.816247582205029
1313,201,1514,0.8672391017173051
1184,394,1578,0.7503168567807351
1001,396,1397,0.7165354330708661
890,387,1277,0.696945967110415
181,140,321,0.5638629283489096
1119,397,1516,0.7381266490765171
407,92,499,0.8156312625250501
1188,388,1576,0.7538071065989848
1016,375,1391,0.7304097771387491
1095,417,1512,0.7242063492063492
1027,395,1422,0.7222222222222222
1102,455,1557,0.7077713551701991
1026,429,1455,0.7051546391752578
1996,70,2066,0.9661181026137464
1314,139,1453,0.9043358568479009
181,173,354,0.5112994350282486
1049,397,1446,0.7254495159059474
1132,414,1546,0.7322121604139715
1088,386,1474,0.7381275440976933
125,205,330,0.3787878787878788
2396,69,2465,0.9720081135902637
206,167,373,0.5522788203753352
376,73,449,0.8374164810690423
127,198,325,0.39076923076923076
4078,49,4127,0.9881269687424279
404,109,513,0.7875243664717348
1026,409,1435,0.7149825783972126
1199,394,1593,0.7526679221594476
91,16,107,0.8504672897196262
1013,422,1435,0.7059233449477352
990,392,1382,0.7163531114327062
4083,38,4121,0.9907789371511769
1314,200,1514,0.8678996036988111
1069,499,1568,0.6817602040816326
1017,519,1536,0.662109375
200,183,383,0.5221932114882507
124,204,328,0.3780487804878049
895,393,1288,0.6948757763975155
399,112,511,0.7808219178082192
410,95,505,0.8118811881188119
1107,388,1495,0.7404682274247492
212,217,429,0.49417249417249415
1007,385,1392,0.7234195402298851
1052,652,1704,0.6173708920187794
1143,388,1531,0.7465708687132593
307,18,325,0.9446153846153846
392,91,483,0.8115942028985508
129,185,314,0.410828025477707
129,159,288,0.4479166666666667
936,431,1367,0.6847110460863204
128,205,333,0.3843843843843844
1025,388,1413,0.7254069355980184
203,217,420,0.48333333333333334
431,97,528,0.8162878787878788
1000,396,1396,0.7163323782234957
1045,496,1541,0.6781310837118754
165,192,357,0.46218487394957986
1163,429,1592,0.7305276381909548
1143,580,1723,0.6633778293673824
1012,389,1401,0.7223411848679515
1121,433,1554,0.7213642213642214
971,373,1344,0.7224702380952381
1088,377,1465,0.7426621160409557
1028,498,1526,0.6736566186107471
127,202,329,0.3860182370820669
1139,371,1510,0.7543046357615895
1100,414,1514,0.726552179656539
1019,403,1422,0.7165963431786216
1022,443,1465,0.6976109215017064
1176,373,1549,0.7591994835377663
1007,403,1410,0.7141843971631205
382,38,420,0.9095238095238095
396,107,503,0.7872763419483101
401,147,548,0.7317518248175182
882,135,1017,0.8672566371681416
1161,429,1590,0.730188679245283
21,139,160,0.13125
1053,383,1436,0.7332869080779945
402,102,504,0.7976190476190477
1037,434,1471,0.7049626104690686
4077,81,4158,0.9805194805194806
945,504,1449,0.6521739130434783
1050,403,1453,0.7226428079834825
1036,386,1422,0.7285513361462729
4075,91,4166,0.9781565050408065
1062,413,1475,0.72
4105,67,4172,0.9839405560882071
1070,398,1468,0.728882833787466
206,181,387,0.5322997416020672
419,130,549,0.7632058287795993
181,132,313,0.5782747603833865
1127,415,1542,0.7308690012970168
1043,394,1437,0.7258176757132916
4082,104,4186,0.9751552795031055
413,95,508,0.812992125984252
934,378,1312,0.711890243902439
1039,379,1418,0.732722143864598
91,24,115,0.7913043478260869
1017,393,1410,0.7212765957446808
1007,468,1475,0.6827118644067797
375,66,441,0.8503401360544217
10,146,156,0.0641025641025641
994,414,1408,0.7059659090909091
298,18,316,0.9430379746835443
1002,388,1390,0.720863309352518
1021,390,1411,0.7236002834868888
209,217,426,0.49061032863849763
386,96,482,0.8008298755186722
1092,415,1507,0.7246184472461845
403,142,545,0.7394495412844037
415,101,516,0.8042635658914729
1013,363,1376,0.7361918604651163
1014,395,1409,0.7196593328601846
1034,377,1411,0.7328136073706591
1002,396,1398,0.7167381974248928
1149,516,1665,0.69009009009009
1112,403,1515,0.733993399339934
1314,159,1473,0.8920570264765784
1917,56,1973,0.9716168271667511
1043,431,1474,0.7075983717774763
1032,421,1453,0.7102546455609084
1093,382,1475,0.7410169491525423
1173,429,1602,0.7322097378277154
203,189,392,0.5178571428571429
390,97,487,0.8008213552361396
4085,59,4144,0.9857625482625483
4090,56,4146,0.9864930053063193
409,93,502,0.8147410358565738
402,92,494,0.8137651821862348
1354,225,1579,0.8575047498416719
181,213,394,0.4593908629441624
1035,414,1449,0.7142857142857143
1033,420,1453,0.7109428768066071
206,179,385,0.535064935064935
888,426,1314,0.6757990867579908
209,183,392,0.5331632653061225
1102,433,1535,0.717915309446254
1007,424,1431,0.7037037037037037
203,167,370,0.5486486486486486
1173,421,1594,0.7358845671267252
1080,371,1451,0.7443142660234321
395,92,487,0.811088295687885
1011,677,1688,0.5989336492890995
91,24,115,0.7913043478260869
209,167,376,0.5558510638297872
1159,399,1558,0.7439024390243902
463,739,1202,0.38519134775374375
1094,398,1492,0.7332439678284183
130,199,329,0.3951367781155015
203,162,365,0.5561643835616439
206,217,423,0.48699763593380613
1003,373,1376,0.7289244186046512
376,88,464,0.8103448275862069
401,125,526,0.7623574144486692
1023,427,1450,0.7055172413793104
197,217,414,0.4758454106280193
91,16,107,0.8504672897196262
77,187,264,0.2916666666666667
4083,67,4150,0.983855421686747
1056,396,1452,0.7272727272727273
1033,397,1430,0.7223776223776224
1118,378,1496,0.7473262032085561
1269,152,1421,0.8930330752990852
1035,401,1436,0.7207520891364902
1256,414,1670,0.7520958083832335
1211,450,1661,0.7290788681517159
396,89,485,0.8164948453608247
4078,46,4124,0.9888457807953444
91,16,107,0.8504672897196262
1066,421,1487,0.7168796234028245
91,24,115,0.7913043478260869
414,79,493,0.8397565922920892
378,52,430,0.8790697674418605
385,112,497,0.7746478873239436
1314,285,1599,0.8217636022514071
401,88,489,0.820040899795501
404,98,502,0.8047808764940239
91,16,107,0.8504672897196262
194,188,382,0.5078534031413613
4086,64,4150,0.984578313253012
1111,389,1500,0.7406666666666667
1125,395,1520,0.7401315789473685
1013,421,1434,0.706415620641562
847,89,936,0.9049145299145299
375,101,476,0.7878151260504201
1046,393,1439,0.7268936761640028
395,58,453,0.8719646799116998
402,86,488,0.8237704918032787
1207,386,1593,0.7576898932831136
997,415,1412,0.7060906515580736
191,162,353,0.5410764872521246
978,430,1408,0.6946022727272727
200,217,417,0.47961630695443647
1160,421,1581,0.7337128399746996
1216,466,1682,0.72294887039239
912,427,1339,0.6811053024645257
181,104,285,0.6350877192982456
206,162,368,0.5597826086956522
1010,396,1406,0.7183499288762447
975,68,1043,0.9348034515819751
1033,396,1429,0.7228831350594822
163,157,320,0.509375
382,62,444,0.8603603603603603
1082,426,1508,0.7175066312997348
1311,415,1726,0.7595596755504056
200,217,417,0.47961630695443647
4093,91,4184,0.9782504780114722
91,16,107,0.8504672897196262
181,85,266,0.6804511278195489
1004,412,1416,0.7090395480225988
1315,144,1459,0.9013022618231665
203,161,364,0.5576923076923077
960,403,1363,0.7043286867204696
1032,387,1419,0.7272727272727273
1144,396,1540,0.7428571428571429
414,130,544,0.7610294117647058
399,86,485,0.822680412371134
1113,98,1211,0.9190751445086706
181,107,288,0.6284722222222222
161,193,354,0.4548022598870056
1001,398,1399,0.7155110793423874
371,54,425,0.8729411764705882
1176,385,1561,0.7533632286995515
1061,429,1490,0.7120805369127516
886,95,981,0.9031600407747197
4101,58,4159,0.9860543399855735
1137,428,1565,0.726517571884984
1245,389,1634,0.7619339045287638
401,103,504,0.7956349206349206
405,83,488,0.8299180327868853
1319,169,1488,0.8864247311827957
1052,429,1481,0.7103308575286968
91,24,115,0.7913043478260869
1062,393,1455,0.7298969072164948
2042,52,2094,0.9751671442215855
4080,74,4154,0.9821858449687049
328,18,346,0.9479768786127167
8,122,130,0.06153846153846154
1313,156,1469,0.8938053097345132
2278,45,2323,0.9806284976323719
1129,414,1543,0.7316915100453661
405,110,515,0.7864077669902912
393,105,498,0.7891566265060241
167,187,354,0.4717514124293785
1040,456,1496,0.6951871657754011
1113,399,1512,0.7361111111111112
1042,411,1453,0.717136958017894
1180,414,1594,0.740276035131744
1069,426,1495,0.7150501672240802
209,217,426,0.49061032863849763
1065,426,1491,0.7142857142857143
128,173,301,0.42524916943521596
4082,50,4132,0.9878993223620522
1037,415,1452,0.7141873278236914
966,403,1369,0.7056245434623813
380,99,479,0.7933194154488518
1087,396,1483,0.7329737019554956
218,179,397,0.5491183879093199
387,75,462,0.8376623376623377
1000,498,1498,0.6675567423230975
383,114,497,0.7706237424547284
1093,429,1522,0.7181340341655716
1262,390,1652,0.7639225181598063
1473,450,1923,0.765990639625585
1127,563,1690,0.6668639053254438
1076,464,1540,0.6987012987012987
1067,393,1460,0.7308219178082191
402,73,475,0.8463157894736842
209,179,388,0.538659793814433
1047,401,1448,0.7230662983425414
200,193,393,0.5089058524173028
942,404,1346,0.6998514115898959
1072,446,1518,0.7061923583662714
1232,419,1651,0.7462144155057541
373,91,464,0.8038793103448276
999,395,1394,0.7166427546628408
1146,426,1572,0.7290076335877863
1049,667,1716,0.6113053613053613
1130,375,1505,0.7508305647840532
1009,419,1428,0.7065826330532213
1317,320,1637,0.8045204642638973
921,114,1035,0.8898550724637682
4084,34,4118,0.9917435648372996
1157,429,1586,0.7295081967213115
1093,425,1518,0.7200263504611331
1035,405,1440,0.71875
1009,395,1404,0.7186609686609686
4091,40,4131,0.990317114500121
482,73,555,0.8684684684684685
4076,38,4114,0.9907632474477395
401,104,505,0.7940594059405941
1046,429,1475,0.7091525423728814
1230,389,1619,0.7597282273008029
161,159,320,0.503125
26,238,264,0.09848484848484848
1108,399,1507,0.7352355673523556
378,124,502,0.7529880478087649
1051,410,1461,0.7193702943189596
2,93,95,0.021052631578947368
1001,373,1374,0.7285298398835517
1059,429,1488,0.7116935483870968
996,385,1381,0.721216509775525
1096,396,1492,0.7345844504021448
417,98,515,0.8097087378640777
1139,396,1535,0.7420195439739413
310,18,328,0.9451219512195121
1027,482,1509,0.6805831676607025
1007,388,1395,0.7218637992831541
161,150,311,0.5176848874598071
4099,55,4154,0.9867597496389022
1025,394,1419,0.7223396758280479
1044,413,1457,0.7165408373369938
404,108,512,0.7890625
1036,425,1461,0.7091033538672142
1098,396,1494,0.7349397590361446
405,105,510,0.7941176470588235
4074,50,4124,0.9878758486905916
1269,451,1720,0.7377906976744186
788,51,839,0.9392133492252682
918,397,1315,0.6980988593155893
206,179,385,0.535064935064935
4076,51,4127,0.9876423552217107
1068,664,1732,0.6166281755196305
1042,472,1514,0.6882430647291942
417,92,509,0.8192534381139489
409,146,555,0.736936936936937
1002,373,1375,0.7287272727272728
942,104,1046,0.9005736137667304
983,414,1397,0.7036506800286327
4088,67,4155,0.9838748495788207
1113,1000,2113,0.526739233317558
203,217,420,0.48333333333333334
435,83,518,0.8397683397683398
4086,37,4123,0.991025951976716
91,16,107,0.8504672897196262
1071,386,1457,0.7350720658888126
167,217,384,0.4348958333333333
200,161,361,0.554016620498615
181,92,273,0.663003663003663
181,118,299,0.6053511705685619
4090,45,4135,0.9891172914147521
1201,546,1747,0.6874642243846594
1208,400,1608,0.7512437810945274
373,57,430,0.8674418604651163
1005,407,1412,0.7117563739376771
130,199,329,0.3951367781155015
1008,398,1406,0.716927453769559
91,16,107,0.8504672897196262
392,109,501,0.782435129740519
394,94,488,0.8073770491803278
988,466,1454,0.6795048143053645
1146,380,1526,0.7509829619921363
4089,67,4156,0.983878729547642
1091,436,1527,0.7144728225278324
379,87,466,0.8133047210300429
411,93,504,0.8154761904761905
4083,62,4145,0.9850422195416164
396,65,461,0.8590021691973969
4088,107,4195,0.9744934445768773
4073,29,4102,0.9929302779132131
1060,396,1456,0.728021978021978
1046,429,1475,0.7091525423728814
398,79,477,0.8343815513626834
3067,101,3168,0.9681186868686869
381,99,480,0.79375
1117,428,1545,0.7229773462783171
383,69,452,0.8473451327433629
403,106,509,0.7917485265225933
377,69,446,0.8452914798206278
403,101,504,0.7996031746031746
1145,396,1541,0.7430240103828682
1209,403,1612,0.75
893,455,1348,0.6624629080118695
1036,411,1447,0.7159640635798203
203,217,420,0.48333333333333334
200,217,417,0.47961630695443647
299,18,317,0.943217665615142
1142,436,1578,0.7237008871989861
1318,234,1552,0.8492268041237113
323,18,341,0.9472140762463344
1023,416,1439,0.7109103544127866
1039,593,1632,0.6366421568627451
1024,414,1438,0.7121001390820584
206,165,371,0.555256064690027
371,97,468,0.7927350427350427
373,66,439,0.8496583143507973
385,73,458,0.8406113537117904
203,167,370,0.5486486486486486
398,132,530,0.7509433962264151
1241,421,1662,0.746690734055355
1050,374,1424,0.7373595505617978
4075,63,4138,0.9847752537457709
401,86,487,0.8234086242299795
1436,386,1822,0.7881448957189902
389,65,454,0.8568281938325991
386,49,435,0.8873563218390804
1069,426,1495,0.7150501672240802
212,217,429,0.49417249417249415
991,373,1364,0.7265395894428153
181,112,293,0.6177474402730375
4082,210,4292,0.951071761416589
395,142,537,0.7355679702048417
1007,451,1458,0.6906721536351166
395,91,486,0.8127572016460906
324,18,342,0.9473684210526315
200,167,367,0.5449591280653951
397,103,500,0.794
4074,67,4141,0.9838203332528375
452,101,553,0.8173598553345389
391,93,484,0.8078512396694215
1061,429,1490,0.7120805369127516
1007,379,1386,0.7265512265512265
398,99,497,0.8008048289738431
913,398,1311,0.6964149504195271
999,412,1411,0.708008504606662
385,84,469,0.8208955223880597
4096,45,4141,0.9891330596474281
1161,408,1569,0.739961759082218
396,113,509,0.7779960707269156
4080,35,4115,0.991494532199271
200,188,388,0.5154639175257731
1116,401,1517,0.7356624917600527
1046,531,1577,0.663284717818643
1015,397,1412,0.7188385269121813
396,95,491,0.8065173116089613
1320,201,1521,0.8678500986193294
1040,396,1436,0.724233983286908
416,153,569,0.7311072056239016
384,61,445,0.8629213483146068
1288,418,1706,0.7549824150058617
203,162,365,0.5561643835616439
400,82,482,0.8298755186721992
209,217,426,0.49061032863849763
402,134,536,0.75
906,146,1052,0.8612167300380228
1312,204,1516,0.8654353562005277
4076,92,4168,0.9779270633397313
1042,373,1415,0.7363957597173145
128,205,333,0.3843843843843844
1067,398,1465,0.7283276450511945
1170,398,1568,0.7461734693877551
1129,396,1525,0.740327868852459
4075,52,4127,0.9874000484613521
401,144,545,0.7357798165137615
1032,401,1433,0.7201674808094906
407,122,529,0.7693761814744802
1102,425,1527,0.7216764898493778
1088,407,1495,0.7277591973244147
385,107,492,0.782520325203252
967,398,1365,0.7084249084249085
395,83,478,0.8263598326359832
1160,392,1552,0.7474226804123711
1019,413,1432,0.7115921787709497
4082,31,4113,0.9924629224410406
181,172,353,0.5127478753541076
91,24,115,0.7913043478260869
409,125,534,0.7659176029962547
383,58,441,0.8684807256235828
1363,363,1726,0.7896871378910776
1034,550,1584,0.6527777777777778
200,174,374,0.5347593582887701
4083,46,4129,0.9888592879631872
4119,36,4155,0.9913357400722022
998,373,1371,0.7279358132749818
203,217,420,0.48333333333333334
1317,268,1585,0.8309148264984227
1001,399,1400,0.715
167,168,335,0.49850746268656715
1093,429,1522,0.7181340341655716
3053,69,3122,0.9778987828315182
373,27,400,0.9325
4080,61,4141,0.9852692586331804
209,194,403,0.5186104218362283
1314,161,1475,0.8908474576271187
91,16,107,0.8504672897196262
2584,150,2734,0.9451353328456474
1072,446,1518,0.7061923583662714
370,69,439,0.8428246013667426
379,88,467,0.8115631691648822
1129,136,1265,0.892490118577075
372,90,462,0.8051948051948052
1297,368,1665,0.7789789789789789
1012,420,1432,0.7067039106145251
377,53,430,0.8767441860465116
1191,411,1602,0.7434456928838952
4078,62,4140,0.985024154589372
393,101,494,0.7955465587044535
1208,413,1621,0.7452190006169032
379,62,441,0.8594104308390023
4132,75,4207,0.9821725695269788
394,70,464,0.8491379310344828
425,96,521,0.8157389635316699
313,18,331,0.945619335347432
134,202,336,0.39880952380952384
181,418,599,0.3021702838063439
1027,405,1432,0.7171787709497207
1035,431,1466,0.7060027285129604
391,93,484,0.8078512396694215
395,118,513,0.7699805068226121
371,58,429,0.8648018648018648
1098,396,1494,0.7349397590361446
1296,398,1694,0.7650531286894924
124,159,283,0.4381625441696113
394,104,498,0.7911646586345381
1230,399,1629,0.7550644567219152
2786,99,2885,0.965684575389948
380,74,454,0.8370044052863436
