time_stats.emb.min,time_stats.emb.max,time_stats.emb.mean,time_stats.emb.median,time_stats.emb.std,time_stats.input_layernorm.min,time_stats.input_layernorm.max,time_stats.input_layernorm.mean,time_stats.input_layernorm.median,time_stats.input_layernorm.std,time_stats.attn_rope.min,time_stats.attn_rope.max,time_stats.attn_rope.mean,time_stats.attn_rope.median,time_stats.attn_rope.std,time_stats.attn_post_proj.min,time_stats.attn_post_proj.max,time_stats.attn_post_proj.mean,time_stats.attn_post_proj.median,time_stats.attn_post_proj.std,time_stats.post_attention_layernorm.min,time_stats.post_attention_layernorm.max,time_stats.post_attention_layernorm.mean,time_stats.post_attention_layernorm.median,time_stats.post_attention_layernorm.std,time_stats.mlp_up_proj.min,time_stats.mlp_up_proj.max,time_stats.mlp_up_proj.mean,time_stats.mlp_up_proj.median,time_stats.mlp_up_proj.std,time_stats.mlp_act.min,time_stats.mlp_act.max,time_stats.mlp_act.mean,time_stats.mlp_act.median,time_stats.mlp_act.std,time_stats.mlp_down_proj.min,time_stats.mlp_down_proj.max,time_stats.mlp_down_proj.mean,time_stats.mlp_down_proj.median,time_stats.mlp_down_proj.std,time_stats.add.min,time_stats.add.max,time_stats.add.mean,time_stats.add.median,time_stats.add.std,time_stats.attn_pre_proj.min,time_stats.attn_pre_proj.max,time_stats.attn_pre_proj.mean,time_stats.attn_pre_proj.median,time_stats.attn_pre_proj.std,n_head,n_kv_head,n_embd,n_expanded_embd,vocab_size,use_gated_mlp,num_tokens,num_tensor_parallel_workers
0.384226,0.426146,0.4172119999999999,0.420674,0.011032349074210718,0.186433,0.205089,0.2019211,0.202785,0.0041332672052505895,0.25849700000000003,0.277217,0.27357250000000005,0.2746415,0.004234113750243366,1.232742,1.4069829999999999,1.37114285,1.3771105000000001,0.03857406478098334,0.179201,0.20438499999999998,0.20042495000000002,0.202017,0.005529894397499829,14.662025,17.095733,16.77812835,16.914291999999996,0.5155740541989361,1.186982,1.2939580000000002,1.2762143000000001,1.282278,0.021695987099231078,7.244611999999999,8.121832000000001,8.000601399999999,8.017464,0.1777666646608415,0.115009,0.11590500000000001,0.1153829,0.1153125,0.00022532662958469978,,,,,,32,32,4096,28672,151936,True,4096,1
0.414402,0.42745800000000006,0.42074423809523814,0.419874,0.003880903293291664,0.19936099999999998,0.206753,0.20276580000000002,0.20262550000000001,0.0019570196371012753,0.26998500000000003,0.280705,0.2747452,0.274065,0.002956181888855953,1.3444550000000002,1.418951,1.37980995,1.3791425,0.019776186415674295,0.197569,0.20672100000000002,0.20178820000000003,0.201553,0.002217181512641671,16.580208000000002,17.430836,16.905513550000002,16.831888499999998,0.2091317601985583,1.256039,1.303558,1.2793231,1.2814145,0.011325317332860928,7.811942,8.22404,8.007908950000001,8.0095745,0.09750277921653067,0.11497700000000001,0.115809,0.11539094999999999,0.11542400000000001,0.0001936911136319878,,,,,,32,32,4096,28672,151936,True,4096,1
0.40339400000000003,0.43853,0.41661747619047623,0.41510600000000003,0.006863708671383386,0.194145,0.21091200000000002,0.20077214999999998,0.20049650000000002,0.0030784614221230715,0.266081,0.279745,0.27186370000000004,0.271425,0.0030848818794242416,1.3249009999999999,1.4583430000000002,1.37038275,1.371879,0.02684121620917169,0.19433699999999998,0.210465,0.1996586,0.199025,0.003402995495148362,16.379952000000003,17.672503000000003,16.840786850000004,16.82061,0.2635347455970987,1.2467260000000002,1.319911,1.2706432,1.2691585,0.01601189354698559,7.720165,8.477162,7.99929705,8.0024385,0.14342032848221856,0.11433700000000001,0.116032,0.11455110000000002,0.11444900000000001,0.00035267419809223183,,,,,,32,32,4096,28672,151936,True,4064,1
0.408322,0.426114,0.41540771428571427,0.41456200000000004,0.004657601519920667,0.195297,0.20528100000000002,0.19953385,0.19926500000000003,0.002358590368737226,0.26790600000000003,0.275138,0.27062375,0.270273,0.002051708065856341,1.332231,1.4040069999999998,1.36621985,1.367863,0.021352782051233973,0.19321700000000003,0.20297700000000002,0.19834015,0.198705,0.0025831508913534244,16.359442,17.398295,16.837764250000003,16.8081325,0.2619256767437806,1.235398,1.293031,1.2584897000000002,1.2581345,0.012742302319832149,7.7490950000000005,8.317897,7.990924600000001,7.99724,0.11502408115929452,0.11267300000000001,0.113761,0.11333025000000001,0.1133285,0.00022063269816597857,,,,,,32,32,4096,28672,151936,True,4032,1
0.401442,0.42285000000000006,0.4088096666666667,0.40694600000000003,0.005537208445153516,0.192673,0.204129,0.19672420000000004,0.195793,0.002781302601300331,0.26361700000000005,0.272673,0.26654845,0.26632100000000003,0.0021262864217926926,1.319047,1.4211589999999998,1.34827255,1.347863,0.022763914780799428,0.19104200000000002,0.203233,0.195065,0.194577,0.0026685954545415808,16.346611,17.618489,16.675981999999998,16.6087875,0.2709908869814629,1.226758,1.28343,1.2416813500000001,1.2435100000000001,0.012211118316006127,7.52087,8.046568,7.660205149999999,7.643622000000001,0.1031496048946748,0.113729,0.114625,0.11410150000000001,0.11414450000000001,0.0002674487801430383,,,,,,32,32,4096,28672,151936,True,4000,1
0.40160199999999996,0.416802,0.41054980952380954,0.411266,0.0040291381640086875,0.192609,0.200353,0.19764425000000002,0.198305,0.002145722066694567,0.261633,0.27181,0.26605579999999995,0.265889,0.002653801303790467,1.310022,1.379143,1.3458755500000001,1.3561990000000002,0.020513455787543444,0.19209700000000002,0.20064099999999999,0.19634015,0.19683250000000002,0.002521604197232387,16.094352,16.777234,16.4342537,16.471728999999996,0.1918663468798263,1.215558,1.262406,1.2445102499999998,1.243398,0.010617376445596174,7.73191,8.208072,8.062618650000001,8.087320000000002,0.09357667455636319,0.11289700000000001,0.11424,0.11336560000000002,0.113265,0.0003423376111384764,3.7140020000000002,4.126708,3.8855790499999996,3.871443,0.09154050718369154,32,32,4096,28672,151936,True,3968,1
0.39536200000000005,0.418498,0.4062908095238095,0.406115,0.004711717133346517,0.190849,0.20096100000000003,0.1959817,0.196513,0.0020069452433985396,0.259682,0.271266,0.2641373,0.26368100000000005,0.0029475454551202472,1.287686,1.3894469999999999,1.3353524499999998,1.3377830000000002,0.026126142488846316,0.18659299999999998,0.200161,0.19390505,0.194561,0.0032731599636284248,15.695858000000001,16.981561000000003,16.38347275,16.470854000000003,0.29229993287116485,1.197638,1.2539580000000001,1.2307647000000004,1.2324545000000002,0.01362529871268886,7.81684,8.202091000000001,8.0388723,8.018026,0.08678398422410685,0.112097,0.113089,0.1126007,0.11267300000000001,0.0002994638709427246,4.04322,4.221558,4.1148871,4.0907415,0.0576200065757546,32,32,4096,28672,151936,True,3936,1
0.392706,0.418914,0.40379485714285707,0.404386,0.005739563956274316,0.189505,0.20086600000000002,0.19478655,0.195345,0.0024222451047530283,0.252769,0.268609,0.26157420000000003,0.2623215,0.0032145592170622636,1.286824,1.393095,1.3369317499999998,1.343127,0.025085135789696286,0.18787299999999998,0.201153,0.1931738,0.19364900000000002,0.0032301186603590913,15.867251000000001,17.130425,16.435280950000003,16.46479,0.2813230176472365,1.1987590000000001,1.254214,1.2261186,1.2272545,0.013765277717503546,7.8058000000000005,8.340588,8.061467700000001,8.078746,0.10845024257653826,0.111072,0.112321,0.11162775000000003,0.111665,0.0002907096274635572,3.967445,4.233399,4.13337195,4.1534455,0.057890646128260656,32,32,4096,28672,151936,True,3904,1
0.39021,0.422242,0.40050038095238105,0.398755,0.007370615161224693,0.188161,0.20368100000000003,0.19351625000000003,0.192417,0.003649328032323218,0.252257,0.270818,0.2598846,0.25924949999999997,0.00377811469386518,1.2795269999999999,1.428839,1.3359525499999998,1.332023,0.0329837196454175,0.186145,0.20208099999999998,0.1916699,0.1912175,0.0038178018924506793,15.906293,17.757343000000002,16.4561292,16.447815999999996,0.41166136869696707,1.195463,1.2699580000000001,1.2164833000000002,1.2123265,0.020528132725847262,7.7896090000000004,8.580558000000002,8.05762695,7.999611,0.1869632574637262,0.110273,0.110944,0.1105381,0.110545,0.00016773577435955748,3.9170450000000003,4.149142,4.07868395,4.0957015000000006,0.05878099320228858,32,32,4096,28672,151936,True,3872,1
0.391202,0.41504199999999997,0.3993150000000001,0.39885000000000004,0.005933050287523746,0.188449,0.20070500000000002,0.19256905,0.192177,0.0030056108942276656,0.254337,0.264898,0.2586798,0.25881750000000003,0.002533779264261197,1.265031,1.382727,1.3130359999999999,1.317207,0.022894138315298105,0.186082,0.199137,0.19060595,0.191105,0.0027832709619259152,15.55682,16.989052,16.027448300000003,15.995638500000002,0.28712238774398985,1.185767,1.2486780000000002,1.2072529500000002,1.2054145,0.012567411994818234,7.634952999999999,8.192620000000002,7.821039149999999,7.827818000000001,0.10916975822876751,0.108929,0.10976000000000001,0.10942149999999999,0.10942450000000001,0.0001784938374286357,3.583892,3.790004,3.6510580500000005,3.6448515,0.050215661331376484,32,32,4096,28672,151936,True,3840,1
