time_stats.emb.min,time_stats.emb.max,time_stats.emb.mean,time_stats.emb.median,time_stats.emb.std,time_stats.input_layernorm.min,time_stats.input_layernorm.max,time_stats.input_layernorm.mean,time_stats.input_layernorm.median,time_stats.input_layernorm.std,time_stats.attn_pre_proj.min,time_stats.attn_pre_proj.max,time_stats.attn_pre_proj.mean,time_stats.attn_pre_proj.median,time_stats.attn_pre_proj.std,time_stats.attn_rope.min,time_stats.attn_rope.max,time_stats.attn_rope.mean,time_stats.attn_rope.median,time_stats.attn_rope.std,time_stats.attn_post_proj.min,time_stats.attn_post_proj.max,time_stats.attn_post_proj.mean,time_stats.attn_post_proj.median,time_stats.attn_post_proj.std,time_stats.post_attention_layernorm.min,time_stats.post_attention_layernorm.max,time_stats.post_attention_layernorm.mean,time_stats.post_attention_layernorm.median,time_stats.post_attention_layernorm.std,time_stats.mlp_up_proj.min,time_stats.mlp_up_proj.max,time_stats.mlp_up_proj.mean,time_stats.mlp_up_proj.median,time_stats.mlp_up_proj.std,time_stats.mlp_act.min,time_stats.mlp_act.max,time_stats.mlp_act.mean,time_stats.mlp_act.median,time_stats.mlp_act.std,time_stats.mlp_down_proj.min,time_stats.mlp_down_proj.max,time_stats.mlp_down_proj.mean,time_stats.mlp_down_proj.median,time_stats.mlp_down_proj.std,time_stats.add.min,time_stats.add.max,time_stats.add.mean,time_stats.add.median,time_stats.add.std,n_head,n_kv_head,n_embd,n_expanded_embd,vocab_size,use_gated_mlp,num_tokens,num_tensor_parallel_workers
0.37,0.396,0.386952380952381,0.387,0.005084768950841991,0.18,0.191,0.1871,0.187,0.0022561028345356973,3.543,3.86,3.7443,3.738,0.05978051522026218,0.246,0.259,0.25340000000000007,0.253,0.0025768197453450276,1.219,1.327,1.2875,1.287,0.020215093371043307,0.178,0.19,0.18619999999999998,0.186,0.0022494443758404002,6.303,6.87,6.640650000000001,6.6345,0.11515957407007028,0.456,0.47800000000000004,0.46985,0.47000000000000003,0.005179527005432064,2.767,2.988,2.9122500000000002,2.91,0.045073135014107917,0.108,0.109,0.10805000000000002,0.108,0.00021794494717703385,32,32,4096,11008,32768,True,3808,1
0.377,0.39,0.3834285714285714,0.383,0.003402680016180926,0.183,0.189,0.18570000000000003,0.185,0.0015198684153570677,3.6710000000000003,3.814,3.74005,3.72,0.04490932531223331,0.247,0.254,0.2516,0.252,0.001907878402833893,1.26,1.31,1.2840500000000001,1.2795,0.01437871691076779,0.182,0.189,0.18475,0.1845,0.0018674849396983116,6.532,6.787,6.641249999999999,6.619,0.0769369059684622,0.462,0.47400000000000003,0.4665,0.466,0.003201562118716427,2.862,2.973,2.91145,2.9059999999999997,0.029880553877061917,0.107,0.107,0.10700000000000001,0.107,1.3877787807814457e-17,32,32,4096,11008,32768,True,3776,1
0.377,0.386,0.3806666666666667,0.38,0.0026607076275617157,0.183,0.186,0.1849,0.185,0.0009949874371066208,3.689,3.7880000000000003,3.7350000000000008,3.7455,0.02828780656042457,0.247,0.252,0.24905,0.249,0.0014991664350564964,1.2710000000000001,1.304,1.2822,1.2810000000000001,0.008852118390532253,0.182,0.185,0.18350000000000002,0.183,0.0008660254037844393,6.575,6.76,6.637549999999999,6.6065000000000005,0.04789934759472188,0.459,0.466,0.46225000000000005,0.4615,0.0019202864369671539,2.8810000000000002,2.978,2.9116999999999997,2.9005,0.02437232036552943,0.105,0.106,0.1059,0.106,0.00030000000000000024,32,32,4096,11008,32768,True,3744,1
0.374,0.385,0.378952380952381,0.379,0.003184429237581048,0.181,0.186,0.18330000000000002,0.1835,0.0012688577540449532,3.348,3.439,3.3831500000000005,3.3945,0.023894089227254518,0.245,0.251,0.24805000000000002,0.248,0.0015321553446044577,1.191,1.226,1.2043,1.2075,0.00893364427319557,0.181,0.186,0.18295,0.183,0.0013955285736952877,6.466,6.639,6.520300000000001,6.529,0.0465264440936549,0.457,0.464,0.45985000000000004,0.46,0.0020068632240389495,3.1870000000000003,3.261,3.2164,3.216,0.022751703232944977,0.10400000000000001,0.10400000000000001,0.10400000000000002,0.10400000000000001,1.3877787807814457e-17,32,32,4096,11008,32768,True,3712,1
0.361,0.38,0.37328571428571433,0.374,0.003929653530624339,0.17500000000000002,0.183,0.18095,0.181,0.0018834808201837333,3.243,3.396,3.3602500000000006,3.353,0.034939769604277554,0.23900000000000002,0.248,0.24395000000000003,0.244,0.001909842925478426,1.1480000000000001,1.21,1.19545,1.1925,0.014336927843858299,0.17500000000000002,0.182,0.18034999999999998,0.18,0.001558043645088285,6.226,6.55,6.46575,6.4635,0.07691805704774403,0.443,0.457,0.45325000000000004,0.454,0.0038454518590147536,3.064,3.229,3.183,3.1790000000000003,0.039739149462463326,0.10200000000000001,0.10300000000000001,0.10205000000000002,0.10200000000000001,0.00021794494717703385,32,32,4096,11008,32768,True,3680,1
0.361,0.375,0.370952380952381,0.371,0.003093406051221281,0.17500000000000002,0.182,0.18005,0.181,0.001657558445425075,3.271,3.399,3.3641000000000005,3.3680000000000003,0.031440260813167586,0.23800000000000002,0.245,0.24194999999999997,0.242,0.0017741194999210102,1.162,1.209,1.1972,1.1995,0.011638728452885229,0.17500000000000002,0.181,0.17875000000000002,0.1795,0.0015771810295587484,6.292,6.542,6.464450000000001,6.4565,0.06947263849890829,0.441,0.453,0.44960000000000006,0.4495,0.0029223278392404945,3.082,3.216,3.1778500000000003,3.1725000000000003,0.03168639297869041,0.101,0.10200000000000001,0.10105,0.101,0.00021794494717703385,32,32,4096,11008,32768,True,3648,1
0.352,0.374,0.3684761904761904,0.369,0.004727015041420335,0.171,0.182,0.17885,0.18,0.002495495942693551,3.201,3.423,3.3743500000000006,3.387,0.053733858041276,0.232,0.243,0.23955,0.24,0.002616772821625897,1.135,1.221,1.1976499999999999,1.2045,0.022405970186537345,0.17,0.18,0.1774,0.178,0.0027092434368288067,6.132000000000001,6.61,6.462350000000001,6.5040000000000004,0.12664370296228702,0.432,0.451,0.44525000000000003,0.4455,0.00444831428745767,3.004,3.2560000000000002,3.1738,3.1765,0.05390695687942328,0.099,0.1,0.09995000000000001,0.1,0.00021794494717703385,32,32,4096,11008,32768,True,3616,1
0.34600000000000003,0.366,0.36104761904761906,0.362,0.0040763684874347925,0.168,0.178,0.17505,0.176,0.0021089096708963063,3.032,3.261,3.20005,3.216,0.0472678273247248,0.233,0.241,0.23815000000000003,0.23900000000000002,0.0020560885194952036,1.121,1.211,1.18775,1.1935,0.01844146143883397,0.167,0.177,0.1743,0.17500000000000002,0.0021470910553583835,5.3790000000000004,5.784,5.65275,5.691000000000001,0.10281628032563712,0.426,0.446,0.44029999999999997,0.443,0.0052924474489597015,2.544,2.748,2.6951,2.7119999999999997,0.04588017000840342,0.1,0.101,0.1008,0.101,0.0004000000000000003,32,32,4096,11008,32768,True,3584,1
0.34700000000000003,0.362,0.35828571428571426,0.36,0.0039053425816785938,0.169,0.17500000000000002,0.17379999999999998,0.17450000000000002,0.0016613247725836163,3.101,3.224,3.1970500000000004,3.2145,0.035239856696643944,0.233,0.23900000000000002,0.2364,0.23650000000000002,0.0012806248474865707,1.145,1.191,1.18275,1.1875,0.010774390934062121,0.169,0.17500000000000002,0.1731,0.17300000000000001,0.0012609520212918503,5.488,5.734,5.6643,5.6855,0.05328329944738773,0.428,0.44,0.43649999999999994,0.438,0.0030577769702841333,2.596,2.707,2.67975,2.6975,0.03128238322123172,0.1,0.1,0.10000000000000002,0.1,1.3877787807814457e-17,32,32,4096,11008,32768,True,3552,1
0.34800000000000003,0.361,0.35385714285714287,0.353,0.003211374342873771,0.169,0.17300000000000001,0.17154999999999998,0.1715,0.0014309088021254197,3.133,3.223,3.1881999999999997,3.184,0.02891643131508444,0.231,0.23700000000000002,0.23385000000000003,0.234,0.0016815171720800251,1.153,1.189,1.1763499999999998,1.183,0.0115424217562867,0.169,0.17300000000000001,0.17139999999999997,0.171,0.0013564659966250547,5.539,5.712,5.6436,5.6345,0.05356061986198444,0.427,0.435,0.4325000000000001,0.4325,0.002459674775249771,2.626,2.703,2.6721500000000002,2.6665,0.024597306763139752,0.099,0.099,0.099,0.099,0.0,32,32,4096,11008,32768,True,3520,1
0.338,0.357,0.351,0.352,0.004320493798938556,0.164,0.17300000000000001,0.17020000000000002,0.17,0.001964688270438852,3.072,3.223,3.1857499999999996,3.1955,0.03846930594642954,0.227,0.234,0.23110000000000003,0.231,0.0018681541692269423,1.127,1.189,1.1734,1.182,0.01506452787179206,0.165,0.17200000000000001,0.1699,0.1705,0.0018947295321496435,5.426,5.692,5.625349999999999,5.6585,0.07435474093828852,0.419,0.432,0.4276999999999999,0.428,0.0035510561809129443,2.567,2.704,2.6605000000000003,2.6595000000000004,0.03656842900645306,0.098,0.098,0.09800000000000002,0.098,1.3877787807814457e-17,32,32,4096,11008,32768,True,3488,1
0.336,0.356,0.3496666666666666,0.35100000000000003,0.004734205151099632,0.163,0.17300000000000001,0.16985,0.17,0.002104162541250083,3.2,3.452,3.3654,3.3680000000000003,0.05672248231521608,0.225,0.234,0.23025,0.23,0.002487468592766552,1.1,1.188,1.1574000000000004,1.1595,0.020345515476389343,0.163,0.17300000000000001,0.16895,0.169,0.0026734808770589725,5.23,5.6240000000000006,5.47505,5.494,0.10180789507695359,0.41400000000000003,0.434,0.42615,0.427,0.004840196277011905,2.563,2.7680000000000002,2.68565,2.691,0.0444018862211956,0.096,0.097,0.09695000000000001,0.097,0.00021794494717703385,32,32,4096,11008,32768,True,3456,1
0.337,0.352,0.34714285714285725,0.34700000000000003,0.00400339991561594,0.164,0.171,0.16885,0.169,0.0018513508581573634,3.235,3.43,3.3609,3.3695,0.050316895770705146,0.224,0.233,0.2285,0.2285,0.0021563858652847846,1.112,1.179,1.1532,1.1549999999999998,0.01712191578065957,0.163,0.17,0.16760000000000003,0.168,0.001959591794226544,5.307,5.618,5.4886,5.4990000000000006,0.07930851152303893,0.41300000000000003,0.428,0.4227499999999999,0.423,0.003329789783154481,2.59,2.74,2.68675,2.692,0.035231910251929344,0.096,0.096,0.09600000000000002,0.096,1.3877787807814457e-17,32,32,4096,11008,32768,True,3424,1
0.338,0.34800000000000003,0.3435714285714286,0.34400000000000003,0.0030794468979475726,0.165,0.17,0.16704999999999998,0.167,0.0014991664350564964,3.2960000000000003,3.391,3.34165,3.3425000000000002,0.0317179365659243,0.223,0.228,0.22575000000000003,0.226,0.0014097872179871698,1.131,1.166,1.147,1.1485,0.01074243920159661,0.165,0.169,0.16624999999999995,0.166,0.0012599603168354163,5.4190000000000005,5.566,5.4733,5.479,0.04327481946813865,0.41500000000000004,0.423,0.41875,0.419,0.002299456457513368,2.652,2.726,2.6833,2.685,0.02207056863789419,0.094,0.095,0.0948,0.095,0.0004000000000000003,32,32,4096,11008,32768,True,3392,1
